Year,Engine_Size,Mileage,Fuel_Type,Transmission,Price
2001,3.6,118721,Hybrid,Manual,6625
2008,2.5,137722,Electric,Automatic,9745
2006,1.5,27859,Electric,Semi-Automatic,8842
2013,4.6,183094,Electric,Automatic,12438
2022,2.8,242761,Electric,Manual,10644
2002,2.1,197419,Electric,Manual,4851
2013,1.6,10152,Petrol,Semi-Automatic,9396
2023,1.6,240278,Electric,Automatic,11294
2014,2.1,198084,Electric,Semi-Automatic,8438
2017,3.7,128266,Hybrid,Semi-Automatic,11334
2016,2.4,107145,Petrol,Automatic,10657
2003,1.1,120067,Electric,Manual,5698
2012,3.4,229997,Hybrid,Automatic,9000
2011,2.0,23785,Petrol,Semi-Automatic,8924
2015,2.9,20951,Electric,Manual,13080
2020,3.1,10677,Petrol,Manual,12986
2009,2.5,49497,Electric,Automatic,11810
2010,3.2,89097,Electric,Semi-Automatic,10518
2008,2.6,111858,Diesel,Semi-Automatic,6862
2021,3.8,128870,Hybrid,Manual,12622
2022,1.5,88996,Electric,Automatic,13920
2015,3.2,238045,Diesel,Semi-Automatic,7039
2020,2.9,256611,Petrol,Automatic,9367
2005,1.6,171257,Petrol,Manual,3774
2020,2.1,31534,Diesel,Automatic,13069
2003,4.9,13622,Petrol,Automatic,11127
2003,3.6,228376,Electric,Automatic,7532
2006,3.3,228327,Petrol,Automatic,6133
2023,2.2,229282,Petrol,Automatic,10114
2018,2.0,12518,Diesel,Semi-Automatic,11249
2006,2.7,135840,Electric,Semi-Automatic,7883
2011,1.8,213662,Diesel,Semi-Automatic,4926
2022,2.3,95978,Petrol,Semi-Automatic,11080
2021,2.4,210152,Diesel,Semi-Automatic,8596
2000,3.6,135280,Petrol,Automatic,6494
2002,1.8,34292,Electric,Manual,7814
2017,4.9,117104,Petrol,Semi-Automatic,11757
2003,2.5,179629,Diesel,Automatic,5407
2023,3.7,94090,Hybrid,Semi-Automatic,13818
2009,2.6,199940,Hybrid,Manual,6401
2022,2.2,87759,Electric,Automatic,14644
2012,3.7,243051,Diesel,Automatic,8038
2015,2.2,48927,Diesel,Automatic,11321
2016,3.4,65234,Hybrid,Semi-Automatic,11995
2022,4.5,165709,Petrol,Semi-Automatic,11885
2006,1.0,83723,Petrol,Manual,5225
2019,4.3,241473,Hybrid,Manual,10270
2005,3.3,63696,Diesel,Manual,7626
2007,4.9,44279,Hybrid,Manual,11214
2005,1.4,70538,Electric,Automatic,9089
2001,1.1,272667,Diesel,Semi-Automatic,2000
2010,2.3,74487,Petrol,Automatic,9410
2014,2.8,295810,Diesel,Automatic,6683
2010,1.5,214060,Diesel,Semi-Automatic,4318
2023,4.3,250647,Electric,Manual,12287
2000,4.0,77402,Petrol,Automatic,8051
2007,3.3,127140,Diesel,Automatic,8457
2020,2.8,94715,Electric,Automatic,14505
2006,3.7,27548,Diesel,Manual,9049
2016,3.5,165270,Petrol,Semi-Automatic,9094
2009,3.1,96499,Petrol,Semi-Automatic,7970
2020,2.8,133561,Diesel,Automatic,11728
2000,4.1,125962,Diesel,Manual,5680
2014,1.1,268170,Petrol,Automatic,5536
2020,1.9,2941,Hybrid,Manual,12941
2011,4.1,84783,Petrol,Semi-Automatic,9804
2010,4.9,183283,Hybrid,Semi-Automatic,9334
2021,4.0,291346,Hybrid,Semi-Automatic,9573
2019,3.0,186644,Diesel,Automatic,10567
2010,2.4,43610,Hybrid,Automatic,11127
2023,2.4,124701,Petrol,Manual,10905
2001,4.8,206631,Hybrid,Automatic,7567
2014,4.8,56900,Petrol,Automatic,13462
2004,2.1,181247,Electric,Manual,5775
2018,1.6,272408,Petrol,Manual,5651
2004,4.4,263004,Electric,Automatic,7939
2006,4.4,195636,Petrol,Manual,6387
2013,3.7,161117,Diesel,Manual,8477
2015,2.2,169621,Hybrid,Automatic,9907
2006,1.9,127041,Diesel,Manual,5259
2001,3.3,265991,Electric,Semi-Automatic,4380
2004,2.1,111188,Electric,Automatic,8676
2013,4.4,3282,Diesel,Semi-Automatic,12334
2017,2.3,213214,Electric,Automatic,10735
2011,3.8,237404,Hybrid,Semi-Automatic,7451
2008,3.5,158177,Electric,Automatic,10336
2014,2.9,29373,Petrol,Manual,10612
2010,1.9,206722,Electric,Semi-Automatic,6865
2021,1.3,237507,Electric,Manual,8949
2008,3.6,276911,Petrol,Automatic,6061
2010,2.6,984,Diesel,Manual,9680
2005,2.5,51032,Petrol,Automatic,8579
2021,1.3,199703,Electric,Semi-Automatic,9705
2013,2.2,250461,Electric,Manual,7190
2001,2.6,108970,Petrol,Manual,4820
2012,1.5,113401,Diesel,Manual,6931
2019,2.9,232555,Hybrid,Manual,9048
2019,1.2,61485,Electric,Manual,11770
2012,4.1,154322,Hybrid,Automatic,11213
2017,3.8,52136,Diesel,Automatic,13457
2003,1.8,242154,Diesel,Automatic,3456
2012,3.9,128356,Hybrid,Manual,10032
2019,2.8,28078,Hybrid,Manual,13038
2020,3.0,94308,Diesel,Semi-Automatic,11213
2023,4.2,172133,Hybrid,Manual,12757
2009,3.5,150273,Hybrid,Semi-Automatic,8294
2004,2.3,68714,Diesel,Automatic,7725
2011,4.7,179768,Diesel,Manual,8504
2017,3.5,114288,Petrol,Manual,10414
2008,4.0,137339,Electric,Automatic,11253
2019,3.8,37886,Electric,Automatic,16342
2019,3.5,128476,Hybrid,Automatic,13230
2009,3.8,265820,Electric,Automatic,8783
2015,4.5,51637,Hybrid,Automatic,14567
2011,4.3,219039,Petrol,Automatic,8819
2023,1.4,251150,Petrol,Semi-Automatic,7377
2014,2.0,92489,Electric,Automatic,11950
2003,4.4,273359,Hybrid,Semi-Automatic,4932
2017,2.8,165761,Diesel,Semi-Automatic,8684
2021,1.2,145536,Petrol,Semi-Automatic,8689
2014,4.1,269014,Petrol,Semi-Automatic,7019
2000,2.7,296210,Petrol,Automatic,2375
2012,1.5,21542,Petrol,Manual,8769
2012,3.1,214949,Electric,Manual,8501
2006,4.4,16247,Diesel,Semi-Automatic,9975
2019,4.4,205659,Diesel,Manual,10086
2007,5.0,75170,Electric,Automatic,13196
2013,1.5,67309,Electric,Manual,10153
2005,3.0,20410,Hybrid,Semi-Automatic,9191
2010,5.0,13964,Diesel,Manual,11820
2023,2.9,290237,Electric,Semi-Automatic,10095
2007,2.8,81687,Diesel,Semi-Automatic,7366
2020,3.6,17388,Diesel,Semi-Automatic,13352
2010,3.3,221294,Electric,Semi-Automatic,7974
2005,3.2,210689,Electric,Automatic,8086
2004,2.6,189597,Hybrid,Automatic,6608
2021,3.4,253435,Electric,Automatic,12231
2009,1.8,31599,Hybrid,Semi-Automatic,8968
2001,3.2,34506,Hybrid,Manual,7909
2003,3.5,156924,Petrol,Semi-Automatic,5361
2002,1.9,136171,Electric,Semi-Automatic,5876
2015,2.9,19381,Hybrid,Semi-Automatic,12112
2009,3.6,225418,Diesel,Manual,5891
2014,3.7,267929,Hybrid,Semi-Automatic,7641
2023,3.8,250150,Diesel,Semi-Automatic,9797
2014,2.0,255481,Electric,Automatic,8690
2016,3.5,31540,Petrol,Semi-Automatic,11769
2014,4.0,77561,Diesel,Semi-Automatic,10748
2021,3.2,49396,Diesel,Manual,12612
2008,3.6,245830,Electric,Automatic,8683
2023,4.8,147067,Electric,Automatic,16358
2016,4.5,54099,Hybrid,Automatic,14818
2006,4.4,169351,Hybrid,Semi-Automatic,7912
2000,3.9,118183,Electric,Semi-Automatic,7636
2020,2.5,200750,Diesel,Automatic,10085
2017,2.0,88505,Hybrid,Manual,10429
2013,4.2,69904,Petrol,Semi-Automatic,10801
2010,1.9,259644,Diesel,Automatic,5307
2010,1.5,16930,Hybrid,Manual,9261
2022,4.2,200947,Petrol,Automatic,12381
2023,4.4,28301,Diesel,Automatic,16333
2017,1.1,283706,Hybrid,Semi-Automatic,5625
2001,3.1,269475,Hybrid,Semi-Automatic,3110
2005,1.5,7606,Petrol,Manual,6947
2009,3.9,299045,Diesel,Semi-Automatic,4719
2022,2.6,132155,Electric,Automatic,14156
2013,1.6,112579,Electric,Automatic,10848
2000,4.1,275004,Hybrid,Manual,3699
2002,2.1,291445,Hybrid,Semi-Automatic,2000
2022,2.4,98507,Petrol,Automatic,12629
2018,1.1,12539,Diesel,Semi-Automatic,10349
2020,2.0,166859,Hybrid,Semi-Automatic,9762
2002,3.2,122820,Hybrid,Automatic,7943
2016,3.4,21265,Diesel,Manual,11874
2003,1.8,291766,Electric,Manual,2964
2004,3.4,40723,Electric,Semi-Automatic,9885
2009,3.1,192172,Petrol,Manual,6056
2023,4.2,210669,Electric,Automatic,14486
2012,2.2,262490,Hybrid,Manual,5650
2001,3.6,186632,Petrol,Semi-Automatic,4267
2013,2.3,62011,Diesel,Automatic,10559
2001,4.0,265062,Diesel,Manual,3098
2011,4.7,66344,Diesel,Manual,10773
2022,4.4,12784,Electric,Manual,16844
2016,1.4,132100,Diesel,Manual,7658
2003,3.5,131830,Petrol,Manual,5863
2018,2.3,251272,Electric,Semi-Automatic,8774
2017,3.2,260143,Electric,Automatic,10697
2007,3.1,1798,Electric,Semi-Automatic,11264
2018,3.6,151690,Diesel,Manual,10066
2003,2.6,89008,Electric,Manual,7819
2007,2.5,197226,Electric,Manual,6755
2019,3.3,92502,Electric,Manual,13249
2006,2.5,83216,Diesel,Automatic,8235
2013,4.2,233548,Diesel,Manual,7529
2004,1.4,1117,Petrol,Manual,6677
2022,4.7,114692,Diesel,Manual,13106
2010,1.9,244535,Electric,Manual,6109
2004,2.0,244381,Electric,Automatic,5912
2014,1.5,106718,Diesel,Semi-Automatic,7665
2023,1.3,25562,Hybrid,Automatic,14288
2017,2.7,277046,Electric,Semi-Automatic,8359
2021,2.2,155769,Hybrid,Automatic,11984
2017,1.3,83470,Electric,Automatic,12330
2009,4.1,176931,Diesel,Manual,7361
2003,2.1,197705,Hybrid,Semi-Automatic,4145
2015,3.2,237669,Diesel,Manual,7046
2012,2.1,14736,Hybrid,Manual,10505
2023,1.1,240749,Hybrid,Manual,8285
2015,4.3,64681,Electric,Semi-Automatic,13606
2003,1.1,195097,Hybrid,Semi-Automatic,3198
2011,4.2,205718,Diesel,Automatic,8985
2002,2.2,285342,Diesel,Manual,2000
2019,3.2,47918,Electric,Automatic,15541
2004,3.5,196673,Petrol,Semi-Automatic,4866
2015,4.4,1847,Hybrid,Automatic,15463
2005,4.4,275566,Electric,Manual,6488
2023,1.7,165134,Petrol,Manual,9397
2008,2.8,171057,Petrol,Automatic,7378
2022,1.7,13255,Hybrid,Manual,13134
2016,1.1,97530,Petrol,Semi-Automatic,8049
2013,4.1,66636,Hybrid,Manual,11767
2018,2.0,208069,Electric,Manual,9338
2006,4.8,92339,Hybrid,Automatic,11353
2022,4.5,294589,Petrol,Semi-Automatic,9308
2013,1.7,256028,Hybrid,Semi-Automatic,5579
2018,2.8,247804,Electric,Manual,9343
2000,2.3,34440,Electric,Manual,7711
2000,4.9,3346,Hybrid,Manual,9933
2019,4.8,234831,Diesel,Manual,9903
2019,3.1,102958,Electric,Manual,12840
2009,4.0,186118,Hybrid,Semi-Automatic,8077
2006,3.4,266689,Electric,Semi-Automatic,5966
2020,3.6,289815,Hybrid,Manual,8903
2016,2.7,193749,Petrol,Automatic,9225
2010,1.4,256955,Petrol,Automatic,4860
2021,3.6,129081,Diesel,Automatic,12918
2009,3.9,227118,Diesel,Automatic,7657
2017,2.8,136677,Electric,Manual,11266
2019,4.2,120374,Diesel,Automatic,13092
2018,5.0,178565,Hybrid,Manual,11928
2010,2.9,163878,Diesel,Semi-Automatic,6722
2019,1.0,158912,Petrol,Semi-Automatic,7621
2006,3.5,80378,Hybrid,Manual,8792
2014,2.4,123882,Diesel,Semi-Automatic,8222
2006,3.3,30141,Electric,Semi-Automatic,10597
2005,3.9,37096,Hybrid,Manual,9758
2021,2.3,38439,Petrol,Semi-Automatic,11931
2012,2.8,297859,Electric,Semi-Automatic,6542
2004,1.4,36153,Diesel,Semi-Automatic,5976
2006,1.2,273953,Hybrid,Semi-Automatic,2620
2014,4.8,154335,Electric,Semi-Automatic,12013
2003,4.4,283836,Hybrid,Automatic,6223
2015,2.1,297328,Hybrid,Manual,5753
2004,3.9,292261,Diesel,Manual,3354
2018,4.6,220518,Diesel,Semi-Automatic,9689
2012,3.1,295072,Petrol,Automatic,6398
2022,2.1,213111,Hybrid,Manual,9537
2017,3.8,14956,Electric,Manual,14700
2018,4.7,54454,Petrol,Automatic,14610
2000,2.1,6916,Hybrid,Semi-Automatic,7061
2017,3.4,209941,Petrol,Semi-Automatic,8401
2005,3.2,137054,Petrol,Manual,6058
2003,4.6,284897,Hybrid,Semi-Automatic,4902
2010,1.2,55837,Electric,Semi-Automatic,9183
2016,4.4,149333,Diesel,Automatic,11813
2011,1.9,158126,Petrol,Automatic,7637
2000,3.1,19996,Electric,Automatic,10300
2015,2.7,182594,Diesel,Semi-Automatic,7648
2011,3.1,21375,Petrol,Manual,10072
2005,3.7,88641,Electric,Semi-Automatic,9527
2013,1.6,237413,Petrol,Manual,4851
2007,2.6,26607,Electric,Manual,10267
2011,1.3,182449,Petrol,Automatic,6551
2002,2.0,94713,Petrol,Semi-Automatic,4805
2000,4.7,79995,Hybrid,Manual,8200
2020,5.0,85317,Electric,Automatic,16893
2007,2.9,93930,Petrol,Semi-Automatic,7221
2023,1.2,122511,Hybrid,Automatic,12249
2018,4.7,131134,Hybrid,Semi-Automatic,12577
2008,2.6,124257,Hybrid,Automatic,9114
2020,4.1,277774,Petrol,Semi-Automatic,8644
2013,4.9,128700,Diesel,Semi-Automatic,10326
2015,1.6,13888,Diesel,Automatic,11422
2018,1.7,35106,Electric,Automatic,13997
2022,4.4,176976,Hybrid,Semi-Automatic,12560
2011,2.5,99892,Hybrid,Automatic,10402
2017,3.6,87376,Petrol,Automatic,12552
2012,2.3,137281,Hybrid,Semi-Automatic,8254
2020,3.1,154172,Diesel,Automatic,11616
2001,2.9,119000,Electric,Automatic,8420
2021,2.1,34344,Diesel,Manual,11813
2001,4.2,270353,Hybrid,Semi-Automatic,4192
2005,2.5,14321,Electric,Automatic,11313
2016,3.6,159769,Diesel,Semi-Automatic,9304
2015,5.0,204501,Electric,Semi-Automatic,11509
2000,3.2,108747,Electric,Automatic,8625
2020,2.7,280261,Petrol,Automatic,8694
2022,3.1,71896,Diesel,Semi-Automatic,12362
2001,2.4,157739,Petrol,Semi-Automatic,3645
2010,2.6,6294,Electric,Manual,11574
2001,1.8,210021,Diesel,Semi-Automatic,2000
2019,2.9,131974,Electric,Semi-Automatic,12060
2010,1.3,1130,Petrol,Automatic,9877
2000,1.4,213571,Diesel,Semi-Automatic,2000
2023,1.4,128077,Electric,Semi-Automatic,11838
2003,3.3,128001,Electric,Automatic,9239
2014,2.8,190385,Electric,Manual,9292
2000,1.8,129830,Hybrid,Manual,4303
2007,2.0,266591,Electric,Automatic,6368
2002,3.9,120286,Petrol,Automatic,7694
2008,2.2,77294,Diesel,Semi-Automatic,7154
2014,3.5,229000,Petrol,Automatic,8720
2022,4.6,18092,Diesel,Semi-Automatic,14938
2015,4.7,265634,Diesel,Semi-Automatic,7987
2014,4.4,92731,Diesel,Semi-Automatic,10845
2001,5.0,243628,Diesel,Semi-Automatic,4527
2001,3.8,149271,Hybrid,Automatic,7714
2001,3.9,285572,Electric,Automatic,6088
2019,1.5,42407,Electric,Manual,12451
2001,2.7,176838,Diesel,Manual,3563
2013,3.9,243447,Petrol,Semi-Automatic,7031
2008,3.4,202840,Diesel,Semi-Automatic,5843
2009,3.7,76999,Hybrid,Manual,9960
2016,1.2,203550,Petrol,Semi-Automatic,6029
2012,4.4,51605,Electric,Automatic,14567
2015,2.7,179849,Hybrid,Semi-Automatic,8703
2010,2.1,207137,Electric,Semi-Automatic,7057
2007,4.1,124068,Petrol,Semi-Automatic,7818
2019,3.3,290448,Hybrid,Semi-Automatic,8291
2003,3.5,231236,Diesel,Semi-Automatic,3875
2005,3.4,20180,Petrol,Semi-Automatic,8596
2021,2.3,22943,Hybrid,Manual,13241
2011,4.7,176791,Petrol,Automatic,10064
2002,1.8,190460,Petrol,Manual,2690
2014,1.2,63068,Petrol,Manual,8238
2006,1.6,187881,Diesel,Manual,3742
2020,3.8,101820,Hybrid,Semi-Automatic,12863
2011,4.5,96051,Hybrid,Manual,10978
2020,4.9,149792,Petrol,Manual,12004
2005,1.1,80175,Hybrid,Semi-Automatic,6096
2014,1.4,44269,Electric,Manual,10814
2008,2.4,36305,Petrol,Semi-Automatic,8173
2006,1.9,163692,Hybrid,Automatic,7026
2015,4.8,291332,Petrol,Automatic,9073
2014,4.5,58937,Hybrid,Manual,12621
2020,1.6,179761,Electric,Semi-Automatic,10104
2008,1.7,282865,Electric,Manual,4542
2003,1.4,75766,Electric,Semi-Automatic,6884
2013,3.5,182916,Hybrid,Automatic,10341
2019,3.9,144476,Diesel,Manual,10810
2022,2.1,284512,Petrol,Automatic,8609
2019,3.7,130097,Hybrid,Semi-Automatic,11898
2023,2.3,56104,Hybrid,Automatic,14677
2007,2.2,52019,Hybrid,Semi-Automatic,8359
2002,4.2,219610,Diesel,Semi-Automatic,4507
2019,2.7,233642,Diesel,Manual,7827
2005,2.3,179932,Petrol,Automatic,5801
2007,2.6,26838,Petrol,Semi-Automatic,8263
2015,2.3,158003,Petrol,Manual,7739
2005,2.7,12785,Electric,Manual,10044
2000,1.5,155787,Hybrid,Automatic,4984
2012,4.3,64520,Petrol,Automatic,12209
2005,4.8,232537,Hybrid,Semi-Automatic,6749
2020,2.5,70334,Petrol,Automatic,12693
2006,2.6,111820,Hybrid,Semi-Automatic,7263
2015,1.1,287171,Electric,Semi-Automatic,5956
2021,4.7,70010,Petrol,Manual,13699
2012,3.3,161823,Petrol,Manual,7763
2007,1.5,192279,Diesel,Automatic,5354
2011,2.5,36869,Electric,Semi-Automatic,11162
2007,3.5,83960,Electric,Automatic,11520
2014,4.3,197965,Diesel,Automatic,10140
2017,2.5,299947,Electric,Manual,7701
2012,1.2,17005,Diesel,Semi-Automatic,8559
2007,3.5,282147,Hybrid,Automatic,6557
2006,2.0,280447,Hybrid,Semi-Automatic,3291
2003,3.4,78808,Electric,Automatic,10323
2021,3.8,152715,Hybrid,Semi-Automatic,12145
2015,2.5,108890,Hybrid,Manual,9922
2014,3.9,250210,Diesel,Semi-Automatic,7195
2006,2.3,9729,Electric,Automatic,11505
2017,4.3,110919,Electric,Automatic,14781
2019,2.8,169599,Hybrid,Manual,10208
2018,4.7,287915,Electric,Semi-Automatic,10441
2016,3.4,230777,Diesel,Automatic,9184
2015,1.8,89738,Diesel,Semi-Automatic,8605
2021,4.7,177602,Diesel,Automatic,13047
2005,3.8,138757,Diesel,Automatic,8124
2001,3.1,80772,Hybrid,Semi-Automatic,6884
2015,3.7,130593,Hybrid,Manual,10688
2015,1.8,83464,Electric,Semi-Automatic,10730
2003,1.9,135168,Electric,Manual,6196
2001,3.4,10808,Diesel,Manual,7583
2016,2.7,5216,Petrol,Automatic,12995
2009,1.0,2425,Hybrid,Automatic,10251
2002,2.1,205620,Electric,Semi-Automatic,4687
2003,4.8,222592,Hybrid,Automatic,7848
2002,1.2,66838,Diesel,Semi-Automatic,4563
2012,1.9,149619,Electric,Semi-Automatic,8607
2015,3.1,249625,Petrol,Automatic,8207
2006,2.1,118204,Hybrid,Automatic,8135
2015,2.5,209042,Petrol,Semi-Automatic,6919
2022,3.5,211848,Diesel,Semi-Automatic,9963
2002,4.0,164115,Diesel,Manual,5417
2000,4.5,91157,Hybrid,Automatic,9276
2010,4.4,268313,Petrol,Automatic,7633
2002,4.5,8398,Diesel,Semi-Automatic,9032
2006,4.3,272803,Electric,Semi-Automatic,6743
2008,2.3,78241,Petrol,Manual,7235
2013,4.7,143073,Petrol,Semi-Automatic,9838
2007,4.0,98916,Electric,Automatic,11721
2009,4.5,59291,Electric,Manual,12114
2023,2.3,30624,Diesel,Manual,12687
2015,4.7,239598,Diesel,Automatic,10008
2002,2.6,271873,Electric,Semi-Automatic,3862
2009,1.2,229601,Hybrid,Automatic,5907
2001,2.2,45986,Hybrid,Manual,6680
2018,4.7,284290,Hybrid,Automatic,11014
2022,2.6,193338,Hybrid,Semi-Automatic,10433
2010,3.3,115661,Hybrid,Automatic,10586
2022,1.1,72509,Electric,Automatic,13849
2008,2.0,166381,Diesel,Automatic,6672
2015,4.1,63211,Electric,Manual,13435
2021,1.9,251428,Electric,Semi-Automatic,9271
2000,4.3,145135,Electric,Semi-Automatic,7497
2005,1.1,97994,Petrol,Automatic,6240
2021,2.0,154699,Petrol,Automatic,10806
2001,1.4,287005,Petrol,Semi-Automatic,2000
2019,4.8,248488,Hybrid,Automatic,12130
2001,2.1,222692,Electric,Semi-Automatic,4046
2023,4.0,147070,Petrol,Semi-Automatic,12058
2006,3.1,270680,Petrol,Manual,3586
2010,1.9,266157,Hybrid,Semi-Automatic,4676
2003,2.5,8549,Petrol,Automatic,8829
2004,2.0,185876,Hybrid,Semi-Automatic,4582
2007,4.7,181983,Petrol,Manual,7260
2004,1.6,161978,Electric,Automatic,7160
2003,4.0,70381,Electric,Semi-Automatic,9592
2020,3.3,159932,Diesel,Manual,10201
2011,2.9,106916,Petrol,Semi-Automatic,8161
2016,2.9,149491,Electric,Manual,10810
2021,4.1,217505,Electric,Manual,12149
2019,3.2,99797,Diesel,Semi-Automatic,11004
2014,4.0,233087,Diesel,Automatic,9138
2013,4.9,191897,Hybrid,Manual,10062
2004,2.7,125256,Diesel,Semi-Automatic,5494
2022,1.6,203941,Petrol,Semi-Automatic,8221
2011,2.9,31425,Electric,Automatic,13171
2000,2.4,195146,Diesel,Semi-Automatic,2597
2008,2.7,218774,Electric,Automatic,8324
2017,3.3,279509,Diesel,Manual,6909
2008,1.4,192410,Electric,Semi-Automatic,6051
2012,4.5,176770,Electric,Automatic,12164
2006,3.4,235574,Hybrid,Automatic,7088
2008,2.1,137146,Petrol,Manual,5857
2015,1.9,288636,Electric,Semi-Automatic,6727
2013,1.1,8855,Electric,Semi-Automatic,10922
2007,4.0,19581,Diesel,Automatic,11308
2012,4.7,124920,Petrol,Automatic,11401
2014,3.1,115840,Electric,Manual,11083
2001,1.5,198784,Petrol,Automatic,3424
2014,1.8,246787,Electric,Semi-Automatic,7164
2021,3.5,248083,Petrol,Manual,8938
2015,2.3,208379,Hybrid,Manual,7732
2016,3.3,239076,Electric,Manual,9418
2022,1.3,161773,Petrol,Semi-Automatic,8764
2016,3.9,187800,Hybrid,Automatic,11544
2012,1.2,148720,Electric,Manual,7925
2012,4.4,272487,Electric,Manual,8650
2020,3.0,90797,Hybrid,Automatic,13784
2009,4.8,210063,Electric,Automatic,10898
2007,1.2,149432,Hybrid,Manual,5411
2017,2.5,170525,Petrol,Manual,8289
2016,3.3,283554,Diesel,Automatic,8028
2016,3.8,230086,Diesel,Semi-Automatic,8098
2015,4.6,215310,Petrol,Manual,8893
2008,3.3,159950,Petrol,Automatic,8101
2005,2.0,139139,Petrol,Semi-Automatic,4817
2023,4.0,258604,Petrol,Manual,9827
2016,2.2,284193,Hybrid,Automatic,7916
2023,3.8,255533,Electric,Manual,11689
2004,4.2,231221,Hybrid,Semi-Automatic,5875
2023,3.8,201522,Electric,Manual,12769
2002,3.5,118648,Hybrid,Manual,6827
2005,3.1,170453,Petrol,Automatic,6790
2021,3.9,78429,Electric,Automatic,16231
2007,1.2,76098,Electric,Semi-Automatic,7878
2007,4.6,128953,Hybrid,Manual,9220
2015,2.7,51432,Diesel,Manual,10271
2002,4.9,197530,Hybrid,Semi-Automatic,6649
2011,1.7,215389,Diesel,Semi-Automatic,4792
2004,1.6,134151,Petrol,Semi-Automatic,4216
2006,3.2,85061,Diesel,Manual,7398
2015,2.5,99827,Petrol,Automatic,10603
2004,1.9,143356,Electric,Semi-Automatic,6332
2013,3.9,176201,Electric,Automatic,11875
2004,1.1,108671,Hybrid,Automatic,6726
2011,4.4,132007,Diesel,Automatic,10659
2006,2.6,239235,Electric,Automatic,7215
2012,1.7,211733,Petrol,Automatic,6665
2016,1.3,141074,Diesel,Automatic,8878
2011,2.4,110704,Petrol,Semi-Automatic,7585
2014,3.2,170640,Electric,Semi-Automatic,10087
2018,3.4,87261,Diesel,Automatic,12654
2017,3.4,164190,Electric,Semi-Automatic,11316
2015,1.3,155334,Petrol,Manual,6793
2016,2.9,289360,Electric,Semi-Automatic,8012
2023,3.1,241457,Diesel,Manual,9270
2001,1.4,98192,Hybrid,Automatic,6336
2000,4.2,94834,Petrol,Automatic,7903
2004,1.3,88151,Electric,Automatic,8336
2010,3.4,38370,Hybrid,Manual,10732
2016,4.1,254750,Diesel,Manual,7905
2019,4.1,4751,Diesel,Semi-Automatic,13804
2005,3.5,233833,Diesel,Semi-Automatic,4423
2015,2.1,210354,Hybrid,Automatic,8992
2003,2.6,247388,Diesel,Semi-Automatic,2652
2005,4.2,124629,Diesel,Automatic,8807
2002,4.4,8916,Petrol,Manual,8921
2011,3.0,284441,Electric,Manual,6711
2004,1.6,153548,Petrol,Semi-Automatic,3829
2006,4.7,292097,Electric,Semi-Automatic,6758
2001,2.8,61013,Diesel,Manual,5979
2005,2.6,180538,Hybrid,Manual,5589
2008,2.4,158538,Petrol,Semi-Automatic,5729
2023,1.4,78634,Electric,Automatic,14327
2003,3.7,72093,Hybrid,Semi-Automatic,8258
2003,1.6,232233,Electric,Semi-Automatic,3955
2012,4.7,117916,Petrol,Manual,10041
2006,1.8,288220,Electric,Automatic,5435
2004,3.1,196259,Petrol,Semi-Automatic,4474
2006,3.1,76820,Petrol,Semi-Automatic,7463
2005,1.1,297669,Petrol,Manual,2000
2011,2.0,211686,Petrol,Automatic,6666
2000,4.5,134919,Petrol,Manual,5901
2001,3.3,188704,Diesel,Automatic,5425
2022,2.5,65076,Electric,Automatic,15398
2000,3.5,243409,Electric,Semi-Automatic,4731
2006,1.6,129395,Petrol,Manual,4912
2023,1.5,292167,Diesel,Automatic,8156
2023,1.0,239564,Diesel,Manual,7208
2020,1.2,286319,Electric,Automatic,9073
2014,3.8,282059,Diesel,Automatic,7958
2018,2.9,74117,Hybrid,Semi-Automatic,11917
2014,4.8,70217,Electric,Automatic,15195
2018,1.2,35391,Petrol,Semi-Automatic,9992
2015,3.2,166329,Diesel,Semi-Automatic,8473
2006,4.6,238658,Electric,Automatic,9226
2011,3.2,139866,Electric,Manual,9802
2014,5.0,151529,Diesel,Semi-Automatic,10269
2013,4.5,16971,Electric,Manual,14160
2011,4.1,32785,Hybrid,Manual,11844
2003,4.6,19576,Diesel,Automatic,10708
2009,4.8,113441,Electric,Manual,11331
2006,4.5,246638,Hybrid,Manual,6467
2018,4.0,202262,Hybrid,Manual,10454
2010,2.3,53742,Electric,Manual,10325
2004,3.8,294151,Hybrid,Manual,4216
2001,3.4,237430,Petrol,Manual,3051
2017,3.7,141739,Diesel,Semi-Automatic,10065
2000,2.6,166188,Electric,Semi-Automatic,5376
2000,1.4,125634,Hybrid,Manual,3987
2018,2.4,100932,Hybrid,Manual,10881
2010,4.0,181033,Electric,Semi-Automatic,9479
2007,3.2,213982,Diesel,Manual,5120
2019,1.7,123664,Diesel,Manual,9026
2019,3.5,253742,Petrol,Semi-Automatic,8225
2007,1.5,10282,Diesel,Semi-Automatic,7494
2015,3.1,295220,Petrol,Semi-Automatic,5795
2000,4.8,237133,Hybrid,Manual,5157
2007,4.9,155788,Diesel,Manual,7984
2020,2.4,81351,Diesel,Semi-Automatic,10872
2020,2.2,199392,Electric,Automatic,11812
2012,1.3,257281,Hybrid,Manual,4854
2000,3.8,278822,Electric,Semi-Automatic,4323
2021,4.2,215585,Diesel,Semi-Automatic,10288
2008,4.4,20870,Petrol,Semi-Automatic,10482
2022,2.8,44239,Hybrid,Semi-Automatic,13615
2009,4.2,56873,Hybrid,Automatic,12362
